tweets,class
#ironic when he can't take off work for a divorce court but can for his gf to meet his family  #somuchbetteroff #divorceproblems,irony
Sitting in a golf club watching middle class mums singing their hearts out to 'Living on a prayer' #irony,irony
@cnn EPA dumps pollutants in river [accidentally]. EPA = Extra Polution Association? #IRONIC #EPA #ENVIRONMENT,irony
"@Colonel_Ted @BarackObama Doesn't the story say that, ironically, the French called 0 to *thank him* for this hero's actions? #irony",irony
Breaks right-hand thumb the night before the first day of business school. Can't shake anyone's hand. #irony,irony
#ironic yall catch tha #rugrats reference on #casinocarpet? fire album no doubt! http://t.co/kawXxOraW2,irony
@TSN_Sports Suits better man crush on all the inductees like he did Gene. Yet don't want him to. #irony,irony
"If you preach equality and justice but belittle those you disagree with, YOU, my friend, are part of the problem, not the solution. #irony",irony
"#politics #president2016 #irony #nowthatsludacris #thinkaboutit

There was an #outroar of wasteful ""socialist""... http://t.co/PksHtrTYRG",irony
@Gebran_Bassil #Irony I would say you made a fool of yourself with this Tweet but that would be an understatement to what you already are.,irony
"W mafroud boukra bi nafs hay el se7a fi the biggest Lebanese flag for the poeple to sign on, and tour the world. #Irony",irony
"I've found a job for Curbishley !...caretaker , only temporary mind ...'til  we appoint a proper manager #ffc #coyw #irony",irony
"@SamandNia bullied their daughter into saying ""gays are evil"". Now they are crying that they are being bullied for Sam's cheating. #irony",irony
"@SteviLee51 @lvtv44
 #irony
@SprtBrackets: Best NFL Team
•Round of 32•

RT- Denver Broncos

FAV- Minnesota Vikings http://t.co/LejihNV5DZ",irony
"@EFCKingy I know. That's how I meant it 😄 complaining getting the wire interrupted but you're tweeting about it so interrupting it 

#irony",irony
"""You have selective hearing."" My 17 yr old to me. Pot meet Kettle? #lol #teenagers #kids #parenting #ironic",irony
Maybe Christians should read the bible. They might find out that pride is one of the 7 deadly sins. #Irony http://t.co/fx8CSjo7pr,irony
"When you think everything’s okay and everything’s going lef!
#ironic #funnyway
https://t.co/gHyDHHV9BF",irony
My lights flickered as the SLS camera disabled. Talk about mini heart attack. #GhostAdventures #Edinburgh #irony,irony
"*Person sees me listening to metal* ""I can't understand what he's saying!""
*listens to music with trashy lyrics* ""I love this!""
#Irony",irony
Did no one upset about blue ivy line actually watch the ep? It was a plot line ABOUT the joke being poorly received #DifficultPeople #irony,irony
#irony watching Friday on a Saturday. #actingoutallmyfavoritescenes #byefelicia #albuquerque… https://t.co/cX6WGEwutj,irony
Know someone w/a No Thank U Note/No More Gifts policy.  Thinking abt implementing it myself w/same person's kid. #Irony #Manners #SayThanks,irony
"Here's to my relatives who post racist memes and then post that pit bulls are just ""misunderstood."" #irony",irony
Well you know @SamoaJoe is moving way better in the ring than many of the current @WWE main roster. #Irony #NXTTakeOver,irony
"@FoxNews Pretty #ironic that these droughts, fires, &amp; river pollutions are in #Democrat strongholds. #conservation #WakeUpAmerica",irony
Those who blame others for their problems never seem to believe anyone else has any part in their success! #Ironic,irony
Lots of illegally modified cars for a national day convoy led by an enforcement agency. How ironic. #irony #merdeka,irony
"Irony: needing the bathroom after wuzu, periods before magrib in shehrullah, insomnia after fajar #ironic",irony
"Telling Alex I'm showing Jett the way with Christian music and his reply is ""hell ya"" 😂😂😂 #irony http://t.co/MK1HHRxoOK",irony
Eternally talking shit on girls who peak in college while I waste away in my unfinished basement room unemployed #iambanksy #ironic #imafuck,irony
"#irony
#democracy w pol prisoners
#fail
“@dwnews: #Belarus president frees 6 #PoliticalPrisoners ahead of #election
http://t.co/8ZENmNfxhr”",irony
Is it #irony to take depositions on a Saturday where the Plaintiff was allegedly fired for refusing to work Saturdays?,irony
This #ashleymadisonhack is cracking me up.  So glad I had my affair the old fashioned way.  #irony #comical #divorce,irony
@Marut_  Yea those who send missionaries to convert poor people to increase the number of the community #Irony @grittyprose @chandrasuren,irony
the #irony of @MathiasCormann being asked by convicted racist @theboltreport10 why it's racist to challenge China agreement #itsoktobeabigot,irony
Just realized I have the Grand Canyon separating the two #irony @BatmanvSuperman http://t.co/VhTXHfRIA7,irony
Today I got teach a French student about French grip. It was glorious. #drummer #drumming #drumming #musiceducation #VicFirth #irony,irony
"Funny, you support #Jeb2016.
Bush's Grandfather funded Hitler.
&amp; here you are using #Hitler memes.
#Irony https://t.co/JtRFad9uzO",irony
The gym was closed so I decided to stuff my face until my stomach hurt. Take that 24 hour fitness ! #irony #i... http://t.co/z9UXqVXB5I,irony
"@lanesainty @timpoliti Well, we have SNAFU. Why not SNAFEW: Situation Normal, All Functioning Exceptionally Well. #Irony",irony
"@WWEGraves ragging on Hipsters, despite him being a huge metrosexual hipster in women's shoes. #Irony #NXTTakeover #NXTBrooklyn",irony
Sometimes you have to take irrational decisions to maintain rationality in your life. #lesson #irony #usualrant,irony
"@RealMarkLatham chooses ""Unguarded moment"" by The Church as his 1st song choice with @mirandadevine on @2GB873 #irony #auspol",irony
"@Bxsrob yes, we’re doing all the work on our current house that Jenn ever would have wanted, in order to sell it #irony",irony
"FACTOID: You can't see the movie ""Straight Outta Compton"" (@ComptonMovie) in Compton as it doesn't have any cinemas or theaters. #NWA #irony",irony
I would like @cenbank to explain how the cashless policy will work if there is a $300 card limit per day? #irony,irony
If #terrorists &amp; #separatists r more or less on the same syd; Y do they need #police protection? #NSAtalksDrama #India #Irony @AdityaRajKaul,irony
Back to work in the morning... I am sooo looking forward to the 4am alarm after nearly 2wks off!! #ironic,irony
"""KUNG GUSTO MO PUMUNTA SA CONCERT MAGIPON KA ATE!""

says a fan who's idol is going to the concert with a free ticket #irony",irony
=&gt;  @Skrillex is coming to the @India 🙏🙌🙌 ; #thug #University 🎓 tacking the #exams at the same time😒😒,irony
"'we should err to encourage use of data, not those who organize the data' ~@benbalter https://t.co/F6Dh5thWBW https://t.co/N8C5HjOpV8 #irony",irony
Danced in my room to sixties rock and crashed into my computer charger maiming myself and ruining the fun. Charger is fine. #ironic,irony
"Washingtonian in ""less government=more freedom"" t-shirt thanks firefighters for saving his home #irony #hypocrisy http://t.co/vUgQ2OYUAG",irony
"Ibrox is the ""bigot dome"" as described by this chap who happens to use sectarian language. 😳 #Irony  https://t.co/QqO3kbkeGf",irony
@MJones1979 Yes - we had a yellow ball in the sky and a balmy breeze too! But sick children galore! Too unwell to enjoy it! #irony #grrrrrrr,irony
We've got to boil our water and now no Sky thanks to this downpour #irony #firstworldproblems #Cleveleys,irony
"What i realised helping a friend get a job. Ppl expect a fresher to have 5 yrs exp, few gold medals, at least 1 certificate frm NASA. #Irony",irony
"@arepeejee got one, that didn't work either! 'Twas either 'wrong cable' (according to guide) or no juice #ironic",irony
"@redban Love the emotion behind the effort but you've achieved #irony with @FATJEW 
He only has more publicity and more followers. #Sadness",irony
@Radio_Crossie @rewindfestival not seeing stewards any where near us..possible all back stage or VIP AREA :-o #IRONIC,irony
#meetthepress it is your blind arrogance that propels #trump you speak of the #American #middleclass as though we don't know better #ironic,irony
@Koreandogs @LisaVanderpump You have retweeted a ban of eating dog meat just after a picture of you eating chicken #irony,irony
#Obama on vacation has an element of #irony associated with it.  Same applies to his serving as President.,irony
@b0ringtweets if ever there was a boring post - literally ABOUT painting drying #irony http://t.co/bxruxEnEGF,irony
"In other words, don't take any notice if Jews say it's antisemitic,  because people like me know better. Ah, #irony https://t.co/JuQHysZHoy",irony
Oh the #Irony #BDS relies on #Israeli technology to spread its #Hatred and #Idiocy #BDSFail http://t.co/2tZZjXHLgC,irony
"A fart of living cult member who shares my view on @Pontifex as a cheat thinks @SriSri is credible because he has a large following
#irony",irony
My dad sent me this: http://t.co/3nWQer1F6I …but I'm not sure I will want my kids someday to spend so much time on the computer! #Irony,irony
The Observer's Voice » Blog Archive » Life’s Irony #life #irony #writer #humor #perspective http://t.co/NgxRO9P301,irony
"Powered down for electricians to install new UPS yesterday. While installing, the UPS takes a surge which kills its board. #irony",irony
Creative Un-Apocalypse. The #irony of reading this on free @NYTNow app is not lost on me.  http://t.co/EdIKrO8ogQ http://t.co/u3BOiZpoga,irony
"Writing my blog about #Blackfish and this comes on. #Irony x
@jeffrey_ventre @Sam10k @carolray_wa @azephyrgirl http://t.co/7cHRqMWmz9",irony
And 2 years later I ended up working at McDonald's 😂 #ironic  http://t.co/fPge0DvnWM http://t.co/dJmOxOjAvf,irony
Sorry to hear @metoffice @bbc contract ending. Value for money very important but shouldn't this now apply to presenters as well? #irony,irony
"Well, that's funny. I thought this was supposed to happen the other way around. #irony http://t.co/Fo9FJ9jIpr",irony
@JennyKHoang @DrJenGunter my fave #ironic greeting card reads on front 'I already have a husband but what I really need is a wife',irony
"The ARCA race is on @CBSSports. My mom is hilarious ""Maybe you'll be on tv."" #ImAlreadyOnTV #LocalCelebrity #Irony http://t.co/HTGPLiVSDF",irony
"All these comedians are so mad about ""The Fat Jew"" stealing their work but don't think twice about using a photo without permission. #irony",irony
This stranger makes #homophobic comments &amp; decides to block me after I checked his TL  #ironic  #gay #lgbt #salgbtuk http://t.co/e8gzaQS0VL,irony
Is it possible to fake the impostors syndrome? Just to make others think  u're a high achiever. #irony,irony
The scissors I just bought are packaged in something that I need scissors to open. Love me some #irony first thing in the morning. 😒✂️,irony
Sitting down to read all the Amazon articles I saved to @instapaper I am going to read them on my @AmazonKindle #irony,irony
@mikecpaulus @scott_kimman @bleo499 Coming from a guy who's franchise has a losing record and only been to 1 Super Bowl. #irony,irony
"Sometimes you just don't want to sleep, then you regret the next morning #irony #masochist #sleep #is #important #ineedsleep #beautysleep",irony
"@LindseyThiry Isn't it #Ironic 
I was thinking the same thing.......CRAZY what people do for attention.",irony
How is the @duggarfam going to pitch a new reality series where they would counsel young victims of sexual abuse. #irony #DoAsISay #NotAsIDo,irony
"where we have a strong citizen forums,  Ward commitees,  RWA , there we see a poor turnout.
Whitefield, indiranagar.
#BBMPelections
#irony",irony
Chris Borland's story is a must read for any football fan. Read it this morning as I prepare for fantasy football drafts #irony #perspective,irony
"Waiting for Eurotunnel, herded into compound surrounded by razor wire, guard dogs and police. #Eurotunnel #irony http://t.co/StlULBwbYO",irony
"@Josh_Moon ""Trump is to today's conservative voter what a Kardashian is to today's 20-something.
The dream.""
#irony",irony
"I want to start a music fest called ""Fuck No Fest."" It'll be mostly 1st round American Idol rejects headlined by Kevin Federline. #irony",irony
@ShannonBlock I'm trying to figure out if being smothered by that pillow would fit the definition of irony... #irony,irony
@bigphil7 this is what happens when I try to find the way to Old Trafford! No directions #ironic #clubhasnodirection http://t.co/bjjTGlmsN7,irony
"greatest failure always, doing stuff for someone who will never ever notice you. hahaha. well. #irony",irony
"@vinbhak @jdal3 slagging off le boss,but his profile pic is sitting in the dressing room,inside the stadium Mr wenger built #irony",irony
"I get the feeling my boss does not like me. I find it funny, because he's the church pastor. #christians #irony #mylifeisjustweird",irony
"And they're projected for a wild card berth from the NFC Central Division, too. #Irony https://t.co/pSy6XQS5sy",irony
"Siri Saves Young Man's Life, Says It Took 5 Times For Siri To Understand Request http://t.co/iSOWOSpcmT
#Siri #Technology #News #Irony #RT",irony
"PTI MPA won in #NA122 in 2013 elec where IK lost against ASadiq, same consyituency, means PTI supporters voted for MPA but not for IK#Irony",irony
#Beirut police using water cannons despite desperate water shortage + that it'll clean the streets after trash crisis is #ironic #YouStink,irony
'The argument that Jeremy Corbyn is unelectable is being made by three candidates who can’t even win an election against Corbyn.' #Irony,irony
It seems strangely fitting that my church would preach a sermon on Biblical community the Sunday before I return to @tayloru #irony,irony
CM of Gujarat rejects reservation for the prosperous patel community out right where as Marathas the rulers of the state seeking it #irony,irony
"Puts on his favorite light yellow shirt, immediately drops favorite jalapeño mustard on it from bagel.
#irony",irony
That moment you get followed by an anti-immigration tweep who has named himself after an INVASIVE species. #irony http://t.co/VBGoahQJJ4,irony
"8 womps and a ""uh huh"" followed by 8 more womps and a ""yeah"" has been haunting my nightmares since Friday. #soon #torture #irony",irony
"@HuffingtonPost 
Sounds like he has the same approach to immigration as he does to Landscaping and gardening
#ironic https://t.co/zJaMilMFAg",irony
@Are0h Sit with your tweet a moment... just a moment.  Now let's talk about racism. #Irony #FightingRacismWithRacism #Hypocrite #Derp,irony
@dungenessstudio Made me laugh. Perigo is my favourite word when in Portugal. Gets me out of trouble #irony,irony
"In order to understand the mind, we need to get out of our own head #headspace #irony #reasonstomeditate",irony
On our way to walk around the #lakebalboapark and listening to #alanismorissette #ironic #dontyathink… https://t.co/9bjyfWkpn3,irony
Spent few days in a weather of less than 14°C without any jacket &amp; was alright but caught bad cold on a trek to Lohagad yesterday. #Irony,irony
Reading John Henry Newman's Lectures on the Doctrine of Justification on campus of Presbyterian college. #irony,irony
Funny how people you thought would always stay in your life don't even look at you or talk to you when you see them. #ironic,irony
"@SoneHwaiting 😂😂😂 girl #NoChill hahaha I know cuz she needs it tbh a ""designer"" that can't dress and dresses tragically #Irony 😏👀",irony
@bobbiedivers how the hell did ya lose the wedding card after we handing it over to ya on the bus?!?! And after we warning ya not to. #irony,irony
"Rick encounters his first zombie, a small blonde chick
This kid encounters his first zombie, a cute blonde chick
#irony #FearTheWalkingDead",irony
What exactly about Sam is southern? Chicago?  Las Vegas? hmmmm... His BFF lindsey lives in the south.  #Ironic http://t.co/zDQ3FcGsxd,irony
It's #Ironic that @BobbyJindal arrived in the USA in utero. The epithet #AnchorBaby applies to Jindal. #Hypocrisy  https://t.co/zhkdatl65n,irony
This guy is parked out the front of the #Southport Court House on the #GoldCoast. #Irony http://t.co/tXhLCFAdFB,irony
‘Go Back To Mexico’ Sentiment Is Most Prevalent In States That Used To Be Mexico http://t.co/tUkownEjk9 #racism #irony,irony
The kids are quiet and wont argue or fight for the next 4 hours as they are both watching Summer Slam #ironic,irony
"Homeowner wearing a less-government t-shirt thanks govt firefighters who saved his home from a #wildfire
#irony #USFS http://t.co/BnbULyJBw7",irony
When you have to turn down Korean food for basketball 😭😭😭😭 #BallisLife #GrindNonStop #GreatnessAwaits #HOOPDREAMS #ironic #hashtag,irony
Slicing open your middle finger w/ a butcher knife the night before your 1st year teaching 7th/8th graders. #backtoschool #irony #imateacher,irony
as I was pulling out of my driveway with my first truckload of stuff to my new apartment the song 'House That Built Me' came on 😭🏡👋🏼 #ironic,irony
"Since All Star Break, #stlcards are 1-4 on Sundays. All loses opportunities to complete sweeps. Win today would avoid a sweep. #irony",irony
"#HowNotToArgue Behave according to the dictionary definition of a bigot, while talking of bigotry. #SadPuppies #Irony http://t.co/5wKISgRPmK",irony
10 yrs ago it was Katrina (flood issues).  Today its massive wildfires in the west. #Ironic #prayingforresponders,irony
#Irony Same as @tedcruz No Sandy Relief Begs for Hurricane Relief for TX #UniteBlue #LibCrib @AFP #KochBrothers  https://t.co/tTQBEvTTCa,irony
Why would you not call  little children working  in movies and television as child labor? #law #childlabor #lawyer #parenting #movies #irony,irony
"""It's funny but it's very, very outdated."" - how a cast member described an attraction in FUTURE world #irony",irony
@Antgrad @bet365 He may be injured me may not be injured you can't know for sure. Therefore you just contradicted yourself. #ironic,irony
I wouldn't hold my breath if i was you. Cause ill forget but ill never forgive you. 🙌 #Irony #BringMeTheHorizon #ThatsTheSpirit #Sick,irony
@DRUDGE_REPORT So NY Ed Dep (which generates millions of dropouts &amp; morons) will determine if private school is up to min standards? #irony,irony
"I got struck by the #Repent Follow #Jesus #Amen sign guy in front of Madison Square Garden, causing him to repent to me. #irony #msg",irony
vanessa is supposedly a really good poker player....yet she is really terrible at lying right now #ironic #bb17,irony
"Guy wearing a Batman wifebeater chanting ""You look stupid"" at Sheamus. Hysterical.
#irony
#SummerSlam",irony
#Irony : when your fav show isn't on a summer hiatus but you can't watch it cuz your bff and you are spending your holidays apart,irony
So the team from San Jose is likely to face a team called the Sharks in the Arena Bowl? #Ironic @SJSaberCats @jaxsharks #sjsharks,irony
Why even run a fucking Obama attack ad now? He's not competition. You're a white male kicking the black man who's not a threat. #Ironic,irony
"@PDidzzy He was actually considering the TAFE route once he moves to town... now it's *if* he moves to town, thanks to no dole. #irony",irony
"Just walked past a guy trying to fix his bike. He was wearing a shirt that said ""Some things just can't be fixed"" #irony",irony
#Ninja-Clad Robbers Run When Store Owner Pulls Out Massive Sword http://t.co/s6CeaYVyWX #crime #selfdefense #humour #irony #smallbusiness,irony
Rick is a contraction of Richard. So is Dick. If only Rick Astley was Dick Astley ~ Westbro would have got Dick Rolled!!! #irony,irony
So the protestors against the state were then calling on the state to help them #Beirut #YouStink #Irony http://t.co/uDZE2pqna4,irony
Yes some of the banner are ridiculous but I'm sure they're done with a younger firmly in cheek! #irony,irony
see the reporters create news out of thin air..simply ask your guests what they think- so what was so #great about the #depression? #irony,irony
"Listening to @BrunoMars #Grenade while shooting and shelling are taking place in #Sanaa #Yemen 
#ironic #funny #lame #Houthis_Crimes",irony
@ConanOBrien I learned how to iron by staying up late in jr. high watching you learn how to iron? #irony http://t.co/yhrNRQUEzS,irony
@ddlovato and her #CoolForTheSummerVMA video are the hottest things I've seen all summer... #ironic ?😍🔥,irony
"if1can't c #irony #cynicism #satyre in our #Life,""here""b4our #eyes,then1=worse off than blind1who may #understand #why than b able2c it/#how",irony
"""But we still keep our old shitty planes and constantly delay flights"" #IRONIC http://t.co/JJSDj2nBkT",irony
Last time Fiji promulgated a Constitution Day as a public holiday was 2commemorate the racially biased 1990 Constitution #irony #FijiPol,irony
"We had time for love
But we never had love
Now we have Love this Time
But no Time for Love
#irony 
#lovequote",irony
Jack moved my glasses and I don't know where they are because I don't have my glasses to see 😔 #ironic,irony
Not an exhibit yet the most photographed at the shadow scenes exhibition. #irony #cinnamoncolomboscope http://t.co/prOqjtOm95,irony
Ever since I was making fun of people I have pictures by kid rock and Cheryl Crowe stuck in my head 😂😂 #irony,irony
"#mondaymotivation #irony a litre of Petrol costs less than a kilo of onions. Also you can afford a stove, oil for cooking but not onions",irony
@beckeleven @plinythemidlkid I had a horrendous split up at journalism school (with another student).  That was treated discreetly. #irony,irony
"Take your partners, please, for the ""Kezurrection Shuffle"". It's a new dawn for Scottish #Labour, honest! #irony
http://t.co/irS7RChUtW",irony
ISIS destroys yet another thing from a time period to which they wish to return. #Irony  https://t.co/vP5hpuDKsL,irony
"#IRONY  

I have to get up at 5am for a northern SK fishing trip. 

And #Trooper is blasting #RaiseALittleHell at my @TheJamesStoon room.",irony
#Flash! This just in... More @RedflexSafety alleged #violations being #recorded in plain view. #Irony https://t.co/SgnRVULoZq,irony
"@momblogger How come he is still in Senate when in fact, the rationale for the grant of his bail is for him to seek medical attention #irony",irony
No soup for you RT @julietapedrosa #Socialism(= #communism in disguise) how wonderful it is.. #irony   https://t.co/mu5M5wMlpw,irony
"It's funny I'm getting told I'm ""acting funny"" but I'm never on anybody's priority list until they realize I'm not fuckin w/ them. #ironic",irony
"Left winger complains about the ""faux outrage"" on Twitter.  Excuse me whilst I laugh hysterically. #irony #auspol https://t.co/04a5Lnhz6G",irony
"Real #Irony “@pmarca: ""China's economy is rising, and it's terrible for the US!"" ""China's economy is falling, and it's terrible for the US!""",irony
"Mow the lawn? #irony RT @mrswikiwiki: Write her a letter, send her a flower...love only gets old if you let it. https://t.co/7j226CDkOR",irony
Guy gallantly helps me move stray weights out of the way so I can get to the barbell and lift weights. #irony #gym #lift,irony
"#irony Hey world, while you support a state for a non-existent  ppl called fakestinians, a real ppl called Kurds actually deserve a state!",irony
Flashback to the day I told @Genocydde he'd be the first person in our friend group to eat ass now he tosses salads for a living #Irony,irony
@WelsknightPlays My relative was buried there in 1922. Didn't know we went on his death day til nite. Same day you posted this pic. #ironic,irony
Go to read @femfreq in Cosmo? Be sure to sit through the 'how to be a sexy woman' pop-up before reading. http://t.co/yI4kmVayjH  #irony,irony
@Redacted_Anon it's so weird padded rooms are flat... #irony  @breakbeatjunkee @TempRageRasta @sotohito @lost_west,irony
@DrMartyFox @jstines3 And yet - the whole current situation is set up by people who want control. #irony ? #PPSellsBabyParts,irony
Anyone remember when #BarnesandNoble came in to town and the sign went up as Barnes &amp; Nobel? #irony https://t.co/6F1PTX2Quu,irony
"@Bateseyboy no you're missing the point. You're complaining about it, yet even used the hashtag Summerslam! #Irony #CrossDresser  @LAU2312",irony
Pandora just played All Time Low then Metro Station immediately after OH THE IRONY 😂👏 #AllTimeLow #metrostation #ironic #pandora,irony
@gerrymac6511 @IrelandUncut @Phucaigh @MichealMartinTD @TodaySOR @kevinbakhurst Because the RUC/PSNI told you PIRA doesnt exist? #Ironic,irony
@AJIsTheReal I understand. But then the same people that ridicule it watch Star Wars and Game of Thrones and shit like that #irony,irony
When nature has a sense of humor: A pot of gold within in @bankofamerica building? #ironic http://t.co/G3EEFwZ9Rs,irony
"Christian apologists talk about free will when their belief system is based on compulsive love &amp; threats of infinite torture
#atheism #irony",irony
The irony is too much for me to handle. #rice #ricefarmer #microagression #irony #niners #49ers… https://t.co/J6CpjXhVVF,irony
Wondering how long before China starts to blame westerners for their many economic problems ?  #irony #ChinaMeltdown,irony
Anti-semitic misogynist in fine vitriolic form ... (almost) at The Israeli Film Festival? #irony http://t.co/xj8T3z0F2T,irony
@LaborFAIL I thought it was hilarious someone that supports labour asking how liberal can afford this policy #irony,irony
What needed 2rise z hving freefall #Sensex #Rupee &amp;price f daily cmmdites lk onion whch needed 2fall z rising #Irony https://t.co/rQS4j3XZyS,irony
I find it interesting that we went from a movie about divorce to a movie about a wedding. #irony #TheCateredAffair #SUTS #TCMParty,irony
Isn't it interesting how people can have perfect vision to your problems but be blinded to their own BS? #Irony,irony
#mondaymotivation #irony a litre of Petrol costs less than a kilo of onions 69.44&lt;72.00 ab bhooke pet gaadi chalao,irony
The ending of Dexter makes me want to find the writers and go a little Dexter on them 😑😩😡 #Irony #Dexter,irony
"Paisley Jnr emerges from political wilderness to advocate excluding SF who are democratically elected. The DUP ""Democratic"" Unionists #irony",irony
I hated this Monday until I just heard @1019TheGIANT 'S I hate Monday's which kind of made it better #ironic,irony
"#Irony is when you
1. Buy a ranch
2. Marry a nasty breeder nicknamed ""the dingo""
3. Create nasty mixes
4. Get dumped for acting like a brute",irony
Probably gonna get a parking ticket while trying to get a decal so I won't get a parking ticket #irony,irony
I love how how #Americans finally being responsible &amp; paying down debt instead of reckless spending is a symptom of #BlackMonday #Ironic,irony
"Photo: This is a watermelon blood, (…Clik image) #veggieblood #Vegan #ironic #fruityourself #peace... http://t.co/Wk5eljdT3Q",irony
"A mother wz her 2 daugters posing at the Backstage.
#watercolour #irony #artforsale
 http://t.co/hEyAcMgbzX",irony
Integrity of the game huh? @nflcommish  this video was posted on the NFL website for more than a year. The #Irony  https://t.co/vqwykzHuZc,irony
"WOW, just spent 2 days composing my 1st newsletter &amp; the moment I go to send it the photos aren't there. #irony @MailChimpStatus @MailChimp",irony
At coffee bean at LAX when the tv shows how to save money on coffee by brewing at home #irony https://t.co/tQ90Uum8kw,irony
@causedesign You're welcome! I love that the Luck jersey is the most popular in Indiana ... and Nevada. #irony,irony
"My professor 2012: I'm so afraid Romney will set women's rights back 50 yrs.

Me: Don't worry. Pres. can't do Big things by himself.

#Irony",irony
You asked where JJ went to school.  Carmel. Then I asked where big fella went. Mt. Carmel. #irony 😊 https://t.co/edIgVJy9nz,irony
#NEHH the #ironic driver of @Summerhallery record ticket sales http://t.co/6hjsOKYWSL implied by @heraldscotland article by @PhilipJEMiller,irony
All the GOP establishment pundits are trying to convince conservatives that Trump will turn out like Boehner and McConnell. #irony #CruzCrew,irony
"Found this in the Dismaland ticket conditions:

""The following are strictly prohibited in the Park – spray paint, marker pens""

#irony",irony
"And then such sessions &amp; proceeding under incompetent speaker, shall be declared null &amp; void. #NA122 #IRONY",irony
@Alfredo_Delgado @mkhammer There are idiots with Che shirts in America that enjoy using iphones. #Irony,irony
@flipmartian @mateybloke :-)  now off to work out why the huuuuge spreadsheet I saved at work on Friday isn't there today. #irony,irony
So weird that I'm not going back to classes! But I'm on my first business trip! #ironic #graduate 💙🎶💛🎓💙💁🏻💛  https://t.co/5IVTiiVInE,irony
"It's MONDAY! (Because we can't fix what we don't acknowledge! ha, ha!) #MasteringMondays #SimplyDesignedSuccess #irony",irony
"@KnowinglyFair @NBCNews you're saying the third party was ""in bed"" with someone other than Ashley Madison, betraying a sacred trust? #irony",irony
On a #roadtrip to Grand Canyon and while passing through Tennessee went passed @MDT_Diabetes Headquarters! #irony #dsma #type1diabetes 👋🏻,irony
"Getting lots out of this experience already but going to get a little irritated by assumptions of ""we are all""... #ironic #subjectivity",irony
"An African-American (Black) financial analyst screaming #BlackMonday #BlackMonday  !

#Irony 
#PoliticalCorrectness 
#LaughingStock",irony
"The Power of Social... due to a live tweet break-up feed, drunk netflix watchers must be in demand then! #irony http://t.co/Ki0QeIQaKc",irony
There's nothing like workin' in a field where people from the outside have the answers to your questions #ironic #consumerbehavior #mktg,irony
Photo: I need to go back. I can’t wait to plan another #Disney #vacation #irony @zoomlarryzoom @mdepetris... http://t.co/VxkJz9P4Jb,irony
"""Be yourself. Everyone else is already taken."" #OscarWilde (used w/out #irony in a mass-produced #Audi commercial). http://t.co/fre7uwCBiK",irony
I need to go back. I can't wait to plan another #Disney #vacation #irony @larryvalliere mdepetris @… https://t.co/ndIyt4DsPa,irony
"Foreign leaders do politics on development, economy, social security etc. and in Nepal its Racism, Ethnicity, Religion and geography. #Irony",irony
Babies love to rise at 6am. Teens HAVE to do it to get to school on time http://t.co/XlDHxV6E4y via @Upworthy #irony #startschoollater,irony
"@wwehornswoggle @JCLayfield @JoeyStyles He makes racist comments about Irish people, yet no problem taking money from Vince McMahon #irony",irony
New law against #slavery hasn't stopped #Mauritania from jailing anti-slavery activist #Biram. http://t.co/TmduTT3yf7 #irony @walkfree,irony
Next week on @4corners how the IPA funds &amp; are policy advisers for LNP &amp; how tax payers fund the mining ind who in turn fund the LNP #irony,irony
@OrangeOrder William of orange was gay but ye don't accept gay people #ironic #oldestgayprideparade @joedotie @equalmarriageni,irony
"Pomona Gardens 1875 also feature in the ""This is your city, Manchester"" @custardlove @LozKaye @SledgDesigns #ironic http://t.co/72u01B90xr",irony
#Imaginary values are dropping and people go #batshitcrazy. The #real #environment is going to hell and people shrug their shoulders. #irony,irony
@AmosIrishdaz @JulieAFlynn @Inheritance_Ade Clearly wasn't otherwise he would be comparing apples to oranges #ironic,irony
People are very concerned about whether or not Eazy-E was murdered 20 years ago but are treating Sandra Bland like old news #Irony,irony
#schoolchoice advocates are against Parents' choice of schools. http://t.co/te2Djah4Az #Irony thy name is #Chicago,irony
@PotatoFleas humphries said better not to speculate ignoring the fact that most of his reports are based on speculation. #irony,irony
"WTF?! Someone on TV saying ""ppl trying 2have their holidays &amp; immigrants hv bn put up in same hotel!"" 
At least you can have hols!
#irony",irony
"My last few rt - the guy who wanted Soldado, Lamala, Falcao and Quadrado is calling Wenger a fraud!

#Irony",irony
"@ManFireStation Pomona Gardens 1875 also feature in the ""This is your city, Manchester"" #ironic http://t.co/72u01B90xr",irony
@carlarenecomedy @MrMattock @hk73894 @Adam_SmithMaths hang on mate ..YOU butted into this Twitter conversation! So you're spamming us #irony,irony
"This is a watermelon blood, 
(...Clik image) 

#veggieblood #Vegan #ironic  #fruityourself #peace… https://t.co/5F6OkedtSL",irony
Ha forever alone 😩 I'm good ! I'll Carry myself. #NoLove #Ironic #karma I suck at picking them. https://t.co/hLN3Umbc1M,irony
"#didyouknow that they charge you $45 to leave #PEI ? free and easy to enter, however, pretty much the same concept as a Lobster Trap #irony",irony
Everybdy is an xcellent lawyer for his own mistakes &amp;an excellent judge for other's mistakes #irony,irony
BTW there’s a cold wave heading for the Queen City. Some weather forecasters have predicted no highs in the 90s for late in the week. #irony,irony
http://t.co/KnvhUHaf1n oh the #irony of this #tweetme #PressFreedom and #politics accountability eroded once more by #digital #america,irony
@sidhujishan  if you tweet more on this issue..time will come when some ppl will start to abuse you.. #irony,irony
