id,review_body,tokenized_text
67572,"don't buy this product. you will never get hd image out of your recorder. s*** images video .can't direct import from camera, too. only import form file.","[101, 2123, 1005, 1056, 4965, 2023, 4031, 1012, 2017, 2097, 2196, 2131, 10751, 3746, 2041, 1997, 2115, 14520, 1012, 1055, 1008, 1008, 1008, 4871, 2678, 1012, 2064, 1005, 1056, 3622, 12324, 2013, 4950, 1010, 2205, 1012, 2069, 12324, 2433, 5371, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19550,zero stars!!!! do not buy turbo thief!.  this year turbo tax increased the price of their software for less features.  do not buy it!!!!  there are so many other &#34;free&#34; options available.,"[101, 5717, 3340, 999, 999, 999, 999, 2079, 2025, 4965, 15386, 12383, 999, 1012, 2023, 2095, 15386, 4171, 3445, 1996, 3976, 1997, 2037, 4007, 2005, 2625, 2838, 1012, 2079, 2025, 4965, 2009, 999, 999, 999, 999, 2045, 2024, 2061, 2116, 2060, 1004, 1001, 4090, 1025, 2489, 1004, 1001, 4090, 1025, 7047, 2800, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28477,not autocad..  or even close.  tool bars are junk.  user interface is non-intuitive and very difficult to use.  solid object rendering is the only feature that works well.,"[101, 2025, 8285, 3540, 2094, 1012, 1012, 2030, 2130, 2485, 1012, 6994, 6963, 2024, 18015, 1012, 5310, 8278, 2003, 2512, 1011, 29202, 1998, 2200, 3697, 2000, 2224, 1012, 5024, 4874, 14259, 2003, 1996, 2069, 3444, 2008, 2573, 2092, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74224,the software is fantastic.<br />the headset is expensive and useless. it woks great when charged but won't charge properly. looking online there are hundreds of complaints about it. what a huge waste of money.,"[101, 1996, 4007, 2003, 10392, 1012, 1026, 7987, 1013, 1028, 1996, 4641, 3388, 2003, 6450, 1998, 11809, 1012, 2009, 24185, 5705, 2307, 2043, 5338, 2021, 2180, 1005, 1056, 3715, 7919, 1012, 2559, 3784, 2045, 2024, 5606, 1997, 10821, 2055, 2009, 1012, 2054, 1037, 4121, 5949, 1997, 2769, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90718,"it doesn't work on my computer.  i was informed that something inside the computer had to be changed before it would work. i thought it worked on all computers, but i guess i was  wrong.  so i have it, but can't use it at this time.","[101, 2009, 2987, 1005, 1056, 2147, 2006, 2026, 3274, 1012, 1045, 2001, 6727, 2008, 2242, 2503, 1996, 3274, 2018, 2000, 2022, 2904, 2077, 2009, 2052, 2147, 1012, 1045, 2245, 2009, 2499, 2006, 2035, 7588, 1010, 2021, 1045, 3984, 1045, 2001, 3308, 1012, 2061, 1045, 2031, 2009, 1010, 2021, 2064, 1005, 1056, 2224, 2009, 2012, 2023, 2051, 1012, 102, 0, 0, 0, 0, 0, 0]"
132097,"it's true, intuit installs c dilla anti-piracy software so it can only be used on your pc, even worse they don't remove it when you uninstall turbotax.  research c dilla with and web search engine and you'll find for yourself - it's a trojan virus.","[101, 2009, 1005, 1055, 2995, 1010, 20014, 14663, 16500, 2015, 1039, 29454, 2721, 3424, 1011, 24386, 4007, 2061, 2009, 2064, 2069, 2022, 2109, 2006, 2115, 7473, 1010, 2130, 4788, 2027, 2123, 1005, 1056, 6366, 2009, 2043, 2017, 4895, 7076, 9080, 2140, 15386, 2696, 2595, 1012, 2470, 1039, 29454, 2721, 2007, 1998, 4773, 3945, 3194, 1998, 2017, 1005, 2222, 2424, 2005, 4426, 1011, 2009, 102]"
120007,"it is an upgrade, and to keep current would be the only reason to purchase it. now that cs4 is out, why bother?","[101, 2009, 2003, 2019, 12200, 1010, 1998, 2000, 2562, 2783, 2052, 2022, 1996, 2069, 3114, 2000, 5309, 2009, 1012, 2085, 2008, 20116, 2549, 2003, 2041, 1010, 2339, 8572, 1029, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12505,good product but files can only be saved into one specified directory for some reason. it crashes if you try to save elsewhere. my be a compatibility issue with win 8.1,"[101, 2204, 4031, 2021, 6764, 2064, 2069, 2022, 5552, 2046, 2028, 9675, 14176, 2005, 2070, 3114, 1012, 2009, 19119, 2065, 2017, 3046, 2000, 3828, 6974, 1012, 2026, 2022, 1037, 21778, 3277, 2007, 2663, 1022, 1012, 1015, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30993,worst software i've ever used. do not purchase.,"[101, 5409, 4007, 1045, 1005, 2310, 2412, 2109, 1012, 2079, 2025, 5309, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96240,i should have paid more attention to the previous reviewers.<br />really don't like this product at all!<br />don't buy it.,"[101, 1045, 2323, 2031, 3825, 2062, 3086, 2000, 1996, 3025, 15814, 1012, 1026, 7987, 1013, 1028, 2428, 2123, 1005, 1056, 2066, 2023, 4031, 2012, 2035, 999, 1026, 7987, 1013, 1028, 2123, 1005, 1056, 4965, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7895,"wish i new how to use this, i have seen other people with no problems, just not me.","[101, 4299, 1045, 2047, 2129, 2000, 2224, 2023, 1010, 1045, 2031, 2464, 2060, 2111, 2007, 2053, 3471, 1010, 2074, 2025, 2033, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27020,great homeschool curriculum!,"[101, 2307, 5014, 9905, 4747, 8882, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124433,this product is great for mac users that want the same great word processing that is avaiable on windows macines.,"[101, 2023, 4031, 2003, 2307, 2005, 6097, 5198, 2008, 2215, 1996, 2168, 2307, 2773, 6364, 2008, 2003, 10927, 19210, 2006, 3645, 6097, 10586, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63395,i had norton 360 premier and this time i purchased norton 360. it will not let me download automatically. i removed norton 360 premier and it still did not work. i have to return the product to amazon and download directly from norton website.,"[101, 1045, 2018, 10770, 9475, 4239, 1998, 2023, 2051, 1045, 4156, 10770, 9475, 1012, 2009, 2097, 2025, 2292, 2033, 8816, 8073, 1012, 1045, 3718, 10770, 9475, 4239, 1998, 2009, 2145, 2106, 2025, 2147, 1012, 1045, 2031, 2000, 2709, 1996, 4031, 2000, 9733, 1998, 8816, 3495, 2013, 10770, 4037, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26521,not at all what i expected.  will never use...,"[101, 2025, 2012, 2035, 2054, 1045, 3517, 1012, 2097, 2196, 2224, 1012, 1012, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116781,"said the game was copatable, with vista , xp or windows 2000. almost messed up both my desk top and lap top. should send it back but it's not even worth the trouble! beware of seller!","[101, 2056, 1996, 2208, 2001, 10613, 10880, 1010, 2007, 13005, 1010, 26726, 2030, 3645, 2456, 1012, 2471, 18358, 2039, 2119, 2026, 4624, 2327, 1998, 5001, 2327, 1012, 2323, 4604, 2009, 2067, 2021, 2009, 1005, 1055, 2025, 2130, 4276, 1996, 4390, 999, 2022, 8059, 1997, 14939, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72341,this is a complete waste of money.microsoft has the same program that can be downloaded for free.could this software have been copied from that site?,"[101, 2023, 2003, 1037, 3143, 5949, 1997, 2769, 1012, 7513, 2038, 1996, 2168, 2565, 2008, 2064, 2022, 22817, 2005, 2489, 1012, 2071, 2023, 4007, 2031, 2042, 15826, 2013, 2008, 2609, 1029, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133861,"this product does not support win 2k platform (even though the box says win-98 or higher)platform and the company will not support this product, they tell you to spend more money to upgrade to a more expensive product","[101, 2023, 4031, 2515, 2025, 2490, 2663, 1016, 2243, 4132, 1006, 2130, 2295, 1996, 3482, 2758, 2663, 1011, 5818, 2030, 3020, 1007, 4132, 1998, 1996, 2194, 2097, 2025, 2490, 2023, 4031, 1010, 2027, 2425, 2017, 2000, 5247, 2062, 2769, 2000, 12200, 2000, 1037, 2062, 6450, 4031, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123585,this program has been a workhorse for me for the past three years. the price was too good to pass up with two students in the house. the updates have been timely and i am looking forward to the 2008 edition.,"[101, 2023, 2565, 2038, 2042, 1037, 2147, 23024, 2005, 2033, 2005, 1996, 2627, 2093, 2086, 1012, 1996, 3976, 2001, 2205, 2204, 2000, 3413, 2039, 2007, 2048, 2493, 1999, 1996, 2160, 1012, 1996, 14409, 2031, 2042, 23259, 1998, 1045, 2572, 2559, 2830, 2000, 1996, 2263, 3179, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70456,"i couldn't get the first one to work so i sent it back for a replacement, which also didn.t work.  took a long time to get a refund. don't recommend the product or the company.","[101, 1045, 2481, 1005, 1056, 2131, 1996, 2034, 2028, 2000, 2147, 2061, 1045, 2741, 2009, 2067, 2005, 1037, 6110, 1010, 2029, 2036, 2134, 1012, 1056, 2147, 1012, 2165, 1037, 2146, 2051, 2000, 2131, 1037, 25416, 8630, 1012, 2123, 1005, 1056, 16755, 1996, 4031, 2030, 1996, 2194, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61371,obsolete software:. manufacturer states that photoplus x4 is obsolete and will not be able to be installed on any computer.,"[101, 15832, 4007, 1024, 1012, 7751, 2163, 2008, 6302, 24759, 2271, 1060, 2549, 2003, 15832, 1998, 2097, 2025, 2022, 2583, 2000, 2022, 5361, 2006, 2151, 3274, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82748,"i didn't like it at all very boring,i already had some of the games so it was a waste of my money","[101, 1045, 2134, 1005, 1056, 2066, 2009, 2012, 2035, 2200, 11771, 1010, 1045, 2525, 2018, 2070, 1997, 1996, 2399, 2061, 2009, 2001, 1037, 5949, 1997, 2026, 2769, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20001,top of the line training!! very pleased and glad someone put in that much effort to creating some real quality training! purchased nearly all your dvds and they only get better and better thru the years. keep up the good work moussa.,"[101, 2327, 1997, 1996, 2240, 2731, 999, 999, 2200, 7537, 1998, 5580, 2619, 2404, 1999, 2008, 2172, 3947, 2000, 4526, 2070, 2613, 3737, 2731, 999, 4156, 3053, 2035, 2115, 22477, 1998, 2027, 2069, 2131, 2488, 1998, 2488, 27046, 1996, 2086, 1012, 2562, 2039, 1996, 2204, 2147, 9587, 17854, 2050, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47786,"wasted my money, this disk does absolutely nothing, don't be fool like i did. go to best buy the geek squad, very helpful.","[101, 13842, 2026, 2769, 1010, 2023, 9785, 2515, 7078, 2498, 1010, 2123, 1005, 1056, 2022, 7966, 2066, 1045, 2106, 1012, 2175, 2000, 2190, 4965, 1996, 29294, 4686, 1010, 2200, 14044, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74749,"simply no good...doesn't work. never loaded, and even with the password (that came inside the package)...it never worked. save your money, do not buy this !!","[101, 3432, 2053, 2204, 1012, 1012, 1012, 2987, 1005, 1056, 2147, 1012, 2196, 8209, 1010, 1998, 2130, 2007, 1996, 20786, 1006, 2008, 2234, 2503, 1996, 7427, 1007, 1012, 1012, 1012, 2009, 2196, 2499, 1012, 3828, 2115, 2769, 1010, 2079, 2025, 4965, 2023, 999, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26591,great product. this another software that has added and improved feature over the years.,"[101, 2307, 4031, 1012, 2023, 2178, 4007, 2008, 2038, 2794, 1998, 5301, 3444, 2058, 1996, 2086, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103153,i bought this for my mac running osx 10.6 snow leopard.  it does not work with snow leopard.  don't buy it.,"[101, 1045, 4149, 2023, 2005, 2026, 6097, 2770, 9808, 2595, 2184, 1012, 1020, 4586, 16240, 1012, 2009, 2515, 2025, 2147, 2007, 4586, 16240, 1012, 2123, 1005, 1056, 4965, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101381,"it is not what it says on the packaging, i found it difficult to use, it is outdated, no help.    don't buy this product.","[101, 2009, 2003, 2025, 2054, 2009, 2758, 2006, 1996, 14793, 1010, 1045, 2179, 2009, 3697, 2000, 2224, 1010, 2009, 2003, 25963, 1010, 2053, 2393, 1012, 2123, 1005, 1056, 4965, 2023, 4031, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84199,"typical microsoft, i had no trouble loading the software but when i tried to run it continually gave me a fault. after reloading and an extensive searches on the web the trouble ended up being some fonts i had the program didn't like.","[101, 5171, 7513, 1010, 1045, 2018, 2053, 4390, 10578, 1996, 4007, 2021, 2043, 1045, 2699, 2000, 2448, 2009, 14678, 2435, 2033, 1037, 6346, 1012, 2044, 2128, 18570, 1998, 2019, 4866, 17193, 2006, 1996, 4773, 1996, 4390, 3092, 2039, 2108, 2070, 15489, 2015, 1045, 2018, 1996, 2565, 2134, 1005, 1056, 2066, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132928,"i never could get the install to work.  they ship you three cds, and the first thing the install asks for is &quot;windows component update for visual basic .net&quot;.  of course they don't send you this, and good luck finding it on their website.","[101, 1045, 2196, 2071, 2131, 1996, 16500, 2000, 2147, 1012, 2027, 2911, 2017, 2093, 14340, 1010, 1998, 1996, 2034, 2518, 1996, 16500, 5176, 2005, 2003, 1004, 22035, 2102, 1025, 3645, 6922, 10651, 2005, 5107, 3937, 1012, 5658, 1004, 22035, 2102, 1025, 1012, 1997, 2607, 2027, 2123, 1005, 1056, 4604, 2017, 2023, 1010, 1998, 2204, 6735, 4531, 2009, 2006, 2037, 4037, 1012, 102, 0, 0]"
121288,"awesome product. fast, easy, efficient way to study. helped me get 10 on physical sciences and 12 on biological sciences. worth every penny. 5+ stars.","[101, 12476, 4031, 1012, 3435, 1010, 3733, 1010, 8114, 2126, 2000, 2817, 1012, 3271, 2033, 2131, 2184, 2006, 3558, 4163, 1998, 2260, 2006, 6897, 4163, 1012, 4276, 2296, 10647, 1012, 1019, 1009, 3340, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57962,"i bought this as a christmas gift and 3 of the 4 disks would not even  install!  when i tried to contact wrebbitt, hasbro, amazon,and wharehouse for replacements no one would do this.or admit their product was bad or replace them!","[101, 1045, 4149, 2023, 2004, 1037, 4234, 5592, 1998, 1017, 1997, 1996, 1018, 23999, 2052, 2025, 2130, 16500, 999, 2043, 1045, 2699, 2000, 3967, 23277, 15878, 16313, 2102, 1010, 2038, 12618, 1010, 9733, 1010, 1998, 1059, 8167, 11106, 15441, 2005, 23936, 2053, 2028, 2052, 2079, 2023, 1012, 2030, 6449, 2037, 4031, 2001, 2919, 2030, 5672, 2068, 999, 102, 0, 0, 0, 0, 0, 0]"
13966,"cannot upgrade prior files! need to start from scratch with speech files, vocabulary, the whole thing.  practically useless because of this.  no prior upgrades ever had this drawback.","[101, 3685, 12200, 3188, 6764, 999, 2342, 2000, 2707, 2013, 11969, 2007, 4613, 6764, 1010, 16188, 1010, 1996, 2878, 2518, 1012, 8134, 11809, 2138, 1997, 2023, 1012, 2053, 3188, 18739, 2412, 2018, 2023, 4009, 5963, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26090,good product but it's hell trying to get the numbers in order to get the product to be downloaded on the computer. if you buy this you will have to prove that you are a student conformation letter or such.,"[101, 2204, 4031, 2021, 2009, 1005, 1055, 3109, 2667, 2000, 2131, 1996, 3616, 1999, 2344, 2000, 2131, 1996, 4031, 2000, 2022, 22817, 2006, 1996, 3274, 1012, 2065, 2017, 4965, 2023, 2017, 2097, 2031, 2000, 6011, 2008, 2017, 2024, 1037, 3076, 23758, 3370, 3661, 2030, 2107, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90923,really great game! one of the best might and magic games i have ever played. looking forward to play m&m heroes 6 and expansions,"[101, 2428, 2307, 2208, 999, 2028, 1997, 1996, 2190, 2453, 1998, 3894, 2399, 1045, 2031, 2412, 2209, 1012, 2559, 2830, 2000, 2377, 1049, 1004, 1049, 7348, 1020, 1998, 4935, 2015, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14524,messed me up pretty bad.  cancelled out all of the pdf files i had and i wound up taking it out and reinstalling my old pdf.,"[101, 18358, 2033, 2039, 3492, 2919, 1012, 8014, 2041, 2035, 1997, 1996, 11135, 6764, 1045, 2018, 1998, 1045, 6357, 2039, 2635, 2009, 2041, 1998, 19222, 9080, 2989, 2026, 2214, 11135, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35497,"very entertaining.  excellent graphics, sound and story.  easy to use, all by click of the mouse.  would highly recommend.","[101, 2200, 14036, 1012, 6581, 8389, 1010, 2614, 1998, 2466, 1012, 3733, 2000, 2224, 1010, 2035, 2011, 11562, 1997, 1996, 8000, 1012, 2052, 3811, 16755, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78576,i don't see any improvements from 2012 version that impress me.  same old...same old. what's with this ...&#34;more words required&#34;?,"[101, 1045, 2123, 1005, 1056, 2156, 2151, 8377, 2013, 2262, 2544, 2008, 17894, 2033, 1012, 2168, 2214, 1012, 1012, 1012, 2168, 2214, 1012, 2054, 1005, 1055, 2007, 2023, 1012, 1012, 1012, 1004, 1001, 4090, 1025, 2062, 2616, 3223, 1004, 1001, 4090, 1025, 1029, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105010,"very difficult to use, no technical support.  purchased on line.  could not get the program to work on vista.  could not get a response from nero.  would not recommend.  roxio creator, nch software, and windows live are much better choices.","[101, 2200, 3697, 2000, 2224, 1010, 2053, 4087, 2490, 1012, 4156, 2006, 2240, 1012, 2071, 2025, 2131, 1996, 2565, 2000, 2147, 2006, 13005, 1012, 2071, 2025, 2131, 1037, 3433, 2013, 19212, 1012, 2052, 2025, 16755, 1012, 20996, 9048, 2080, 8543, 1010, 13316, 2232, 4007, 1010, 1998, 3645, 2444, 2024, 2172, 2488, 9804, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29277,excellent product. works great on my pc.  this product is very educational and my son is learning so much  from it.,"[101, 6581, 4031, 1012, 2573, 2307, 2006, 2026, 7473, 1012, 2023, 4031, 2003, 2200, 4547, 1998, 2026, 2365, 2003, 4083, 2061, 2172, 2013, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115225,no help whatsoever on getting this to work over the internet. i was hoping to be able to work on my clients images who live in different states but instead i ended up with wasted money. i wish i never switched over to apple.,"[101, 2053, 2393, 18971, 2006, 2893, 2023, 2000, 2147, 2058, 1996, 4274, 1012, 1045, 2001, 5327, 2000, 2022, 2583, 2000, 2147, 2006, 2026, 7846, 4871, 2040, 2444, 1999, 2367, 2163, 2021, 2612, 1045, 3092, 2039, 2007, 13842, 2769, 1012, 1045, 4299, 1045, 2196, 7237, 2058, 2000, 6207, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132311,this has great graphics and lots of interesting activities.  this is one of my 1st graders favorates.,"[101, 2023, 2038, 2307, 8389, 1998, 7167, 1997, 5875, 3450, 1012, 2023, 2003, 2028, 1997, 2026, 3083, 23256, 5684, 8520, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87090,"it's okay, but to arcane for the non-geek. i would recommend that you not buy this unless you are computer and computer programing savey.","[101, 2009, 1005, 1055, 3100, 1010, 2021, 2000, 8115, 7231, 2005, 1996, 2512, 1011, 29294, 1012, 1045, 2052, 16755, 2008, 2017, 2025, 4965, 2023, 4983, 2017, 2024, 3274, 1998, 3274, 2565, 2075, 3828, 2100, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75353,way to expensive . need to be a highly trained in computer science to even begin to understand exell . a total waste of my money !,"[101, 2126, 2000, 6450, 1012, 2342, 2000, 2022, 1037, 3811, 4738, 1999, 3274, 2671, 2000, 2130, 4088, 2000, 3305, 4654, 5349, 1012, 1037, 2561, 5949, 1997, 2026, 2769, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16593,"i could not get it to do what i needed it for, so i deleted it and tossed.<br />  i wanted to change my video files to one format, but this failed miserably. also,i could not get it to record anything.","[101, 1045, 2071, 2025, 2131, 2009, 2000, 2079, 2054, 1045, 2734, 2009, 2005, 1010, 2061, 1045, 17159, 2009, 1998, 7463, 1012, 1026, 7987, 1013, 1028, 1045, 2359, 2000, 2689, 2026, 2678, 6764, 2000, 2028, 4289, 1010, 2021, 2023, 3478, 28616, 6906, 6321, 1012, 2036, 1010, 1045, 2071, 2025, 2131, 2009, 2000, 2501, 2505, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120296,easy media creator 10 crashed my computer.  i mistakenly used it before downloading the update that roxio offers.  bad mistake.  will not use this program again!,"[101, 3733, 2865, 8543, 2184, 8007, 2026, 3274, 1012, 1045, 20706, 2109, 2009, 2077, 8816, 2075, 1996, 10651, 2008, 20996, 9048, 2080, 4107, 1012, 2919, 6707, 1012, 2097, 2025, 2224, 2023, 2565, 2153, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25201,could not install media center without upgrade to 8.1 pro for additional $100.  this really soured me on the product.,"[101, 2071, 2025, 16500, 2865, 2415, 2302, 12200, 2000, 1022, 1012, 1015, 4013, 2005, 3176, 1002, 2531, 1012, 2023, 2428, 14768, 2098, 2033, 2006, 1996, 4031, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109762,i'm sure the product is great but adobe will not allow an upgrade from a suite version to just indesign cs5.  product returned.,"[101, 1045, 1005, 1049, 2469, 1996, 4031, 2003, 2307, 2021, 18106, 2097, 2025, 3499, 2019, 12200, 2013, 1037, 7621, 2544, 2000, 2074, 27427, 2229, 23773, 20116, 2629, 1012, 4031, 2513, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4754,did not work right and did not get my refund so no it didn.t,"[101, 2106, 2025, 2147, 2157, 1998, 2106, 2025, 2131, 2026, 25416, 8630, 2061, 2053, 2009, 2134, 1012, 1056, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
